lead_time,order_volume,weather_index,supplier_reliability,disruption_status
16.9,5951,0.63,0.79,0
15.6,7132,0.57,0.26,1
15.0,5366,0.61,0.53,0
12.2,4454,0.55,0.96,0
15.7,6535,0.27,0.09,1
12.5,8078,0.24,0.68,0
14.8,4338,0.14,0.96,0
20.6,6212,0.85,0.3,1
9.0,4822,0.62,0.86,0
19.7,1488,0.19,0.93,0
20.6,4285,0.18,0.75,0
13.4,9011,0.87,0.23,1
3.4,3335,0.74,0.33,1
11.0,4676,0.66,0.04,1
20.5,1200,0.41,0.83,0
13.9,8964,0.26,0.85,0
9.0,8808,0.98,0.63,0
11.5,2632,0.8,0.35,1
18.2,7870,0.3,0.08,1
16.7,3770,0.85,0.75,1
12.8,881,0.76,0.73,0
12.2,3623,0.3,0.91,0
12.0,6231,0.43,0.73,0
9.4,4882,0.19,0.83,0
22.1,9881,0.11,0.75,0
12.4,5095,0.72,0.63,1
20.1,1601,0.27,0.43,0
21.6,3180,0.82,0.9,0
19.0,9368,1.0,0.65,1
11.8,9392,0.08,0.4,0
16.0,602,0.47,0.08,1
13.9,9631,0.8,0.29,1
9.5,3985,0.79,0.54,1
15.6,8109,0.76,0.28,1
8.1,723,0.35,0.22,1
19.9,1150,0.45,0.53,0
11.7,7485,0.59,0.17,1
15.0,6181,0.97,0.8,1
15.4,5584,0.33,0.48,0
12.7,3872,0.92,0.57,1
16.9,4016,0.27,0.15,1
11.6,4118,0.99,0.32,1
18.4,1429,0.67,0.41,1
7.3,4214,0.46,0.81,0
14.6,3467,0.61,0.77,0
23.7,8195,0.27,0.22,1
9.0,5241,0.27,0.62,0
10.6,4051,0.11,0.24,1
16.6,5184,0.11,0.99,0
14.9,1673,0.35,0.95,0
15.8,2734,0.76,0.56,1
16.4,2868,0.61,0.7,0
17.2,5402,0.1,0.8,0
19.5,6350,0.85,0.72,0
16.0,1311,0.6,0.7,0
12.8,9067,0.96,0.96,0
17.4,6055,0.67,0.6,0
23.5,1260,0.18,0.64,0
13.3,6077,0.47,0.85,0
9.1,7141,0.65,0.67,1
19.5,2483,0.03,0.73,0
13.4,5976,0.01,0.23,1
3.1,3640,0.13,0.37,1
18.2,4735,0.25,0.15,1
11.3,1195,0.43,0.51,0
13.5,6001,0.49,0.46,1
15.7,8315,0.14,1.0,0
15.0,1179,0.67,0.61,0
17.5,8470,0.6,0.79,0
11.8,2947,0.29,0.33,1
16.6,2060,0.01,0.83,0
12.7,1573,0.08,0.62,0
17.7,4988,0.39,0.7,0
17.1,5079,0.15,0.29,0
9.3,1312,0.38,0.55,0
19.4,5797,0.63,0.63,0
11.3,9101,0.55,0.59,0
18.0,519,0.23,0.92,0
15.8,3759,0.34,0.9,0
23.2,5383,0.61,0.97,0
12.9,9570,0.86,0.67,0
12.3,9732,0.75,0.97,0
13.9,1440,0.55,0.83,0
12.5,5237,0.36,0.27,0
18.0,5289,0.37,0.43,0
5.9,1461,0.88,0.24,1
8.7,691,0.04,0.0,1
8.7,626,0.99,0.19,1
18.8,7955,0.66,0.0,1
22.6,1392,0.68,0.72,1
13.5,1754,0.04,0.43,0
13.2,287,0.61,0.31,1
14.4,2858,0.48,0.76,0
19.8,8820,0.11,0.83,0
9.4,8725,0.28,0.98,0
15.2,6531,0.89,0.64,1
18.9,6137,0.55,0.46,0
16.5,8594,0.41,0.31,1
14.9,4282,0.07,0.22,0
19.0,7073,0.71,0.21,1
0.5,537,0.7,0.41,0
17.4,932,0.61,0.99,0
10.7,9088,0.51,0.0,1
4.8,8851,0.43,0.2,1
16.6,9053,0.59,0.19,1
20.9,5894,0.23,0.72,0
13.3,3674,0.94,0.35,1
18.8,3885,0.59,0.46,1
22.1,5320,0.31,0.15,0
20.6,7850,0.45,0.4,0
22.2,6918,0.81,0.1,1
17.7,784,0.16,0.53,0
14.4,4333,0.29,0.1,0
6.0,677,0.68,0.79,0
12.8,8107,0.32,0.57,0
9.8,327,0.79,0.72,0
24.9,2428,0.13,0.42,0
13.1,2831,0.76,0.38,1
14.6,9119,0.07,0.1,1
16.8,530,0.01,0.52,0
14.2,9355,0.9,0.51,1
22.5,1809,0.58,0.47,1
10.9,5882,0.35,0.74,0
15.0,1334,0.23,0.83,0
10.3,8593,0.62,0.75,0
7.4,5305,0.51,0.14,1
10.9,1520,0.99,0.62,1
13.8,868,0.98,0.08,1
11.9,6134,0.64,0.69,0
10.5,9696,0.44,0.38,1
7.0,8735,0.49,0.13,1
13.6,3204,0.68,0.86,0
6.5,4455,0.1,0.61,0
17.8,3405,0.33,0.35,0
14.4,1638,0.08,0.03,1
6.7,1431,0.07,0.54,0
12.5,8268,0.2,0.92,0
10.2,7039,0.49,0.6,0
15.6,8361,0.78,0.97,0
20.7,5658,0.49,0.14,1
4.6,6044,0.34,0.57,0
14.6,7226,0.08,0.8,0
13.2,580,0.55,0.53,1
17.4,5363,0.27,0.09,1
15.1,4194,0.61,0.58,0
10.2,6267,0.98,0.61,1
12.4,2893,0.11,0.73,0
10.0,2992,0.21,0.76,0
19.4,1298,0.47,0.77,0
14.1,8111,0.97,0.66,1
23.5,2472,0.77,0.22,1
13.7,1992,0.9,0.4,1
10.5,5890,0.33,0.78,0
6.4,1983,0.99,0.95,1
5.0,5567,0.1,0.08,0
6.1,897,0.05,0.54,0
15.3,8309,0.86,0.31,1
16.5,8335,0.93,0.23,1
6.1,254,0.09,0.51,0
18.5,5062,0.11,0.61,0
11.6,4180,0.03,0.01,1
14.7,8150,0.1,0.78,0
22.1,6047,0.21,0.82,0
18.5,9717,0.97,0.97,0
12.7,4420,0.67,0.18,1
9.5,1992,0.78,0.59,1
3.2,9189,0.78,0.43,1
10.4,3524,0.54,0.33,1
12.9,9550,0.8,0.57,1
9.1,2115,0.6,0.78,0
13.3,6773,0.31,0.02,1
14.4,6132,0.56,0.97,0
12.9,4933,0.53,0.81,0
10.7,9994,0.82,0.75,1
14.8,9165,0.98,0.76,1
16.2,665,0.41,0.39,0
8.5,7512,0.76,0.75,0
21.1,2118,0.1,0.39,1
13.5,2414,0.78,0.9,1
14.1,4512,0.37,0.18,1
17.5,3983,0.04,0.29,0
15.2,8316,0.36,0.55,0
18.8,6839,0.61,0.32,1
15.4,9429,0.12,0.42,0
10.9,8002,0.92,0.49,1
15.8,1289,0.08,0.86,0
8.3,7256,0.93,0.52,1
14.5,7442,0.71,0.36,1
13.8,6984,0.33,0.25,1
13.0,3257,0.39,0.41,1
13.4,5620,0.74,0.52,1
4.6,1841,0.6,0.75,0
11.3,3788,0.67,0.12,1
14.5,7585,0.39,0.22,0
14.8,5469,0.49,0.38,1
8.9,5744,0.99,0.36,1
20.3,9189,0.21,0.39,0
9.7,4123,0.42,0.79,0
18.8,816,0.29,0.32,1
16.1,4067,0.77,0.5,1
10.8,7523,0.76,0.62,0
22.9,6550,0.29,0.23,1
8.0,3315,0.08,0.72,0
18.6,7925,0.01,0.55,0
19.0,490,0.43,0.45,1
10.6,9991,0.41,0.81,0
21.0,3137,0.99,0.24,1
12.7,332,0.47,0.88,0
15.4,3231,0.26,0.56,0
15.3,7734,0.89,0.61,1
13.3,333,0.49,0.88,0
18.1,1491,0.6,0.82,0
18.0,9547,0.1,0.6,0
5.3,989,0.38,0.75,0
20.5,8002,0.94,0.43,1
5.7,845,0.59,0.55,1
19.2,527,0.34,0.06,1
19.6,831,0.63,0.09,1
8.5,899,0.91,0.83,1
11.9,6607,0.27,0.06,1
8.5,7125,0.51,0.17,1
12.9,9127,0.96,0.8,1
12.5,7724,0.17,0.0,1
17.9,8426,0.72,0.28,1
20.6,5483,0.61,0.58,1
21.0,6307,0.68,0.6,1
11.2,2638,0.35,0.78,0
13.0,3818,0.31,0.51,0
5.6,8332,0.68,0.51,0
10.0,3467,0.22,0.73,0
18.8,5108,0.42,0.5,0
22.1,5329,0.19,0.61,0
7.8,7488,0.01,0.9,0
11.0,2515,0.97,0.4,1
13.9,7271,0.43,0.39,1
15.4,3049,0.97,0.0,1
10.0,4361,0.14,0.61,0
16.1,5245,0.59,0.03,1
11.6,3566,0.2,0.5,0
13.9,3188,0.79,0.8,0
16.7,1215,0.78,0.55,0
14.0,4678,0.11,0.27,0
11.8,2690,0.91,0.79,0
13.5,7472,0.19,0.27,1
13.6,3673,0.61,0.73,0
12.1,3078,0.99,0.61,1
12.7,9522,0.88,0.17,1
22.0,7413,0.96,0.91,0
16.8,7122,0.34,0.2,1
12.5,5075,0.11,0.99,0
17.5,5025,0.19,0.01,1
12.3,8147,0.5,0.26,0
19.9,8190,0.79,0.2,1
15.8,8151,0.15,0.01,1
13.5,5392,0.66,0.73,0
16.2,6745,0.32,0.69,1
6.1,5503,0.34,0.79,0
8.4,3530,0.66,0.26,1
8.0,2095,0.47,0.44,1
14.7,6130,0.81,0.66,1
22.7,3991,0.16,0.44,0
25.2,7245,0.79,0.7,0
17.2,8598,0.06,0.63,0
16.5,9654,0.19,0.11,1
5.0,2202,0.66,0.78,0
11.3,3130,0.85,0.72,0
10.1,8624,0.25,0.66,0
10.9,8207,0.33,0.16,0
13.2,342,0.54,0.27,1
11.6,1984,0.21,0.39,0
4.1,8115,0.81,0.28,1
17.7,9724,0.77,0.23,1
8.6,6847,0.15,0.81,0
15.2,8594,0.46,0.64,0
24.4,4430,0.77,0.57,1
9.4,7963,0.34,0.23,0
1.3,3209,0.63,0.92,0
12.6,2286,0.05,0.19,1
19.5,1650,0.61,0.79,0
23.8,746,0.15,0.97,0
7.9,6244,0.83,0.73,0
16.5,4756,0.36,0.99,0
11.7,9004,0.28,0.65,0
13.5,637,0.84,0.22,1
27.2,6672,0.05,0.2,1
6.5,334,0.4,0.32,1
15.3,9796,0.37,0.01,1
16.3,6639,0.28,0.68,0
19.4,1474,0.91,0.27,1
14.5,2009,0.75,0.82,1
15.5,9207,0.06,0.36,0
12.0,7318,0.71,0.48,0
15.3,180,0.53,0.97,0
12.3,2183,0.9,0.24,1
17.1,1790,0.31,0.72,0
12.2,856,0.57,0.76,0
15.9,2770,0.5,0.22,1
13.9,3851,0.49,0.5,1
19.6,8759,0.46,0.35,1
13.7,5361,0.21,0.77,0
5.1,6952,0.76,0.62,1
20.3,1594,0.45,0.48,1
9.5,5840,0.96,0.78,1
10.7,9311,0.26,0.24,1
11.0,8155,0.68,0.75,1
20.9,1001,0.94,0.87,0
3.3,772,0.66,0.88,0
29.7,8730,0.87,0.78,0
19.3,544,0.83,0.41,1
15.1,9257,0.36,0.98,0
13.7,8755,0.6,0.38,1
15.4,2298,0.16,0.64,0
16.6,2387,0.54,0.16,1
17.2,4108,0.23,0.98,0
16.8,9204,0.74,0.7,0
14.4,596,0.53,0.75,0
13.0,1563,0.41,0.07,1
13.2,6928,0.27,0.76,0
13.0,4353,1.0,0.77,1
19.7,593,0.07,0.67,0
17.0,5165,0.04,0.29,1
-0.7,5530,0.22,0.49,0
17.3,1526,0.97,0.11,1
15.0,9984,0.98,0.47,1
13.9,1893,0.65,0.24,1
12.1,2823,0.88,0.35,1
19.6,758,0.21,0.16,1
18.7,4861,0.97,0.23,1
10.1,7730,0.14,0.08,1
16.0,8841,0.1,0.92,0
9.1,8934,0.11,0.53,0
7.1,4450,0.57,0.4,0
10.9,307,0.78,0.54,1
18.3,4290,0.37,0.63,0
18.8,1983,0.98,0.92,0
16.6,2986,0.43,0.18,1
17.6,577,0.15,0.3,1
16.6,9053,0.47,0.98,0
10.8,8481,0.68,0.37,1
16.2,6954,0.83,0.02,1
18.0,855,0.46,0.15,1
17.8,9738,0.59,0.03,1
19.9,5031,0.27,0.99,0
17.5,9955,0.65,0.28,1
15.8,5824,0.99,0.92,0
19.4,4250,0.05,1.0,0
13.9,4160,0.89,0.6,1
9.6,4865,0.56,0.03,1
13.2,3712,0.25,0.08,1
10.3,6653,0.95,0.48,1
10.6,7478,0.48,0.41,0
13.3,1789,0.33,0.61,0
10.0,1416,0.18,0.44,1
12.5,7230,0.24,0.93,0
4.5,3286,0.83,0.53,1
15.1,5889,0.61,0.69,0
14.0,1245,0.91,0.9,0
9.9,4494,0.23,0.15,1
17.3,8042,0.12,0.23,1
18.7,7648,0.01,0.11,1
6.0,660,0.51,0.14,1
10.2,2012,1.0,0.51,1
10.2,1964,0.69,0.32,1
9.3,396,0.31,0.42,1
18.1,2509,0.88,0.98,0
13.0,7730,0.78,0.16,1
12.7,1561,0.02,0.54,1
4.0,4392,0.82,0.1,1
17.2,2368,0.3,0.32,1
7.8,1094,0.15,0.53,0
14.3,6654,0.23,0.95,0
15.4,107,0.47,0.39,1
20.8,2615,0.42,0.06,1
7.5,1517,0.29,0.39,1
-1.1,2416,0.17,0.15,1
14.9,7458,0.76,0.23,1
23.0,4032,0.99,0.62,1
20.2,6304,0.78,0.07,1
15.0,1387,0.3,0.46,1
11.5,1218,0.24,0.61,0
18.0,8844,0.22,0.42,0
9.1,7737,0.14,0.02,1
16.4,760,0.55,0.99,0
16.5,9007,0.61,0.37,1
19.3,7022,0.71,0.78,0
27.8,8204,0.68,0.33,1
16.0,6437,0.29,0.48,0
11.5,2629,0.33,0.39,1
13.9,4070,0.68,0.34,1
5.2,3507,0.35,0.02,1
10.5,9750,0.21,0.36,0
12.0,9146,0.37,0.89,0
11.4,7516,0.27,0.69,0
14.8,4860,0.09,0.15,1
9.9,1997,0.83,0.59,1
19.6,6464,0.85,0.89,0
14.0,8564,0.22,0.7,0
14.0,4187,0.06,0.15,0
12.4,9564,0.74,0.87,0
14.8,4474,0.21,0.3,1
18.1,7707,0.39,0.45,0
9.7,4119,0.06,0.53,0
10.7,915,0.23,0.85,0
12.5,7355,0.79,0.93,0
7.3,1022,0.8,0.93,0
9.9,4967,0.21,0.01,1
11.6,1364,0.34,0.92,0
18.4,3824,0.13,0.05,1
15.3,2822,0.07,0.27,0
15.0,5455,0.99,0.51,1
18.3,2650,0.66,0.48,1
13.3,5419,0.54,0.6,1
16.0,6786,0.77,0.48,1
13.5,1773,0.84,0.93,1
15.3,4687,0.81,0.24,1
11.1,5453,0.02,0.27,1
1.8,6957,0.19,0.92,0
13.3,1766,0.65,0.08,1
21.1,4611,0.38,0.61,0
18.6,6272,0.98,0.68,1
18.8,1484,0.67,0.51,1
20.2,4503,0.96,0.69,1
14.4,4054,0.2,0.17,1
15.0,6405,0.86,0.85,1
10.9,8352,0.32,0.14,1
12.4,7338,0.99,0.4,1
17.1,7081,0.16,0.08,1
20.0,6126,0.52,0.55,1
13.3,6709,0.79,0.67,1
11.7,8764,0.43,0.94,0
14.0,1058,0.47,0.74,0
17.0,8824,0.99,0.54,1
6.8,593,0.43,0.93,0
2.5,7142,0.6,0.48,0
11.2,181,0.05,0.56,0
7.9,7099,0.84,0.6,1
11.5,3070,0.65,0.41,1
13.3,111,0.4,0.84,0
11.7,7924,0.02,0.19,0
21.3,861,0.59,0.55,0
15.6,3285,0.01,0.72,0
15.5,125,0.0,0.9,0
17.1,1906,0.62,0.88,0
8.3,6751,0.19,0.51,1
19.2,5764,0.19,0.64,0
13.6,5254,0.65,0.39,1
17.4,5924,0.05,0.47,0
8.6,3759,0.31,0.91,0
6.2,1625,0.15,0.93,0
18.1,860,0.58,0.9,0
15.9,694,0.66,0.14,1
9.5,7292,0.72,0.85,0
9.7,1155,0.26,0.95,0
19.6,3183,0.09,0.36,0
8.1,3775,0.08,0.52,0
22.2,9750,0.43,0.78,0
9.5,6057,0.95,0.56,1
17.2,5355,0.22,0.99,0
12.4,9511,0.26,0.46,0
17.0,4328,0.1,0.71,0
11.3,4281,0.61,0.79,0
13.2,9791,0.68,0.49,1
14.2,1930,0.64,0.86,0
9.0,3495,0.86,0.55,1
17.7,1303,0.49,0.41,0
11.4,2910,0.13,0.11,1
12.9,3192,0.29,0.39,0
9.0,3144,0.66,0.73,1
1.2,6171,0.61,0.92,0
13.0,7372,0.53,0.25,1
26.1,4773,0.68,0.36,1
17.9,3614,0.64,0.15,1
13.9,6292,0.88,0.69,1
12.7,244,0.59,0.96,0
14.1,7607,0.78,0.64,1
16.7,4957,0.25,0.62,0
8.1,1477,0.68,0.55,1
19.6,3246,0.9,0.09,1
17.6,5124,0.39,0.73,0
17.6,893,0.78,0.6,1
16.2,9893,0.72,0.66,0
14.1,5856,0.06,0.9,0
17.4,4514,0.58,0.78,0
17.0,1210,0.13,0.78,0
12.2,5772,0.97,0.93,1
11.1,4153,0.81,0.99,0
14.5,4037,0.11,0.58,0
21.7,4063,0.12,0.11,1
7.8,5042,0.59,0.46,1
6.7,5997,0.34,0.79,0
14.8,9074,0.03,0.03,1
14.3,1216,0.54,0.06,1
14.9,1850,0.39,0.07,1
15.2,4127,0.1,0.73,0
12.9,5845,0.8,0.5,1
21.4,5164,0.92,0.37,1
6.0,9779,0.76,0.11,1
9.9,6038,0.82,0.73,0
13.5,3497,0.22,0.32,0
5.8,8365,0.26,0.27,0
13.1,1459,0.21,0.65,0
22.3,9383,0.77,0.56,1
14.1,4953,0.95,0.36,1
15.2,2041,0.72,0.64,1
7.7,3248,0.88,0.27,1
10.9,8033,0.64,0.79,1
12.1,9536,0.39,0.23,0
12.4,1385,0.43,0.16,1
20.4,6574,0.08,0.78,0
16.8,870,0.03,0.71,0
8.4,1943,0.7,0.18,1
15.2,173,0.44,0.12,1
16.5,1760,0.55,0.84,0
19.7,4449,0.56,0.78,0
21.9,7202,0.28,0.33,0
8.9,8100,0.48,0.66,0
9.9,9111,0.47,0.12,1
7.7,3918,0.39,0.51,1
12.8,431,0.82,0.02,1
16.3,1521,0.45,0.39,1
18.9,7612,0.6,0.07,1
13.6,6990,0.9,0.48,1
12.4,5031,0.87,0.42,1
14.8,9983,0.89,0.44,1
9.8,6125,0.27,0.05,1
24.4,4508,0.03,0.36,0
6.0,5213,0.26,0.76,0
14.9,8519,0.28,0.37,1
24.1,2981,0.91,0.72,1
14.0,2965,0.65,0.37,1
13.0,2675,0.08,0.42,0
12.2,6285,0.14,0.56,0
13.1,8756,0.16,0.95,0
20.9,5841,0.63,0.11,1
2.9,377,0.74,0.03,1
21.7,165,0.86,0.61,0
6.9,4362,0.94,0.95,0
12.7,5804,0.2,0.99,0
11.9,8694,0.31,0.48,0
16.9,8089,0.24,0.47,0
6.0,6355,0.36,0.64,0
16.3,7541,0.91,0.56,1
24.1,4792,0.58,0.63,1
7.2,4519,0.74,0.87,0
14.9,8060,0.49,0.75,0
10.7,6178,0.03,0.5,0
16.1,1537,0.06,0.46,0
14.1,8720,0.54,0.64,0
10.8,7132,0.72,0.46,1
16.4,5831,0.22,0.46,0
23.0,3478,0.72,0.02,1
13.0,8684,0.81,0.17,1
17.6,6447,0.41,0.49,0
7.5,6501,0.75,0.82,0
9.2,6729,0.4,0.28,1
16.4,4641,0.68,0.52,1
21.4,7976,0.76,0.34,1
15.8,8633,0.99,0.1,1
12.4,8424,0.35,0.96,0
14.0,364,0.41,0.85,0
7.7,9977,0.17,0.08,1
17.0,1534,0.2,0.72,0
18.4,5427,0.69,0.35,1
11.7,5197,0.92,0.99,0
11.6,1760,0.39,0.3,1
15.3,5792,0.18,0.24,1
11.8,2454,0.29,0.57,0
13.7,8557,0.46,0.84,0
24.5,6561,0.29,0.19,1
12.8,9428,0.23,0.71,0
12.2,7144,0.74,0.06,1
10.8,5597,0.01,0.92,0
17.7,4649,0.54,0.08,1
13.1,6434,0.79,0.91,0
10.8,6110,0.27,0.49,0
20.6,5026,0.6,0.45,1
21.1,9682,0.67,0.97,0
11.0,9404,0.66,0.99,0
4.7,6165,0.45,0.65,0
19.0,2279,0.35,0.13,1
10.6,5067,0.84,0.51,0
18.0,734,0.76,0.53,1
4.1,3731,0.32,0.51,0
18.5,9691,0.1,0.57,0
7.9,4777,0.07,0.02,1
17.7,2318,0.09,0.71,0
14.1,1489,0.58,0.71,0
9.2,4376,0.05,0.12,1
12.0,1349,0.34,0.57,0
17.4,7740,0.75,0.57,1
14.5,5812,0.29,0.68,0
16.9,1345,0.76,0.09,1
23.9,8345,0.75,0.63,1
6.2,542,0.25,0.28,1
22.1,7076,0.73,0.51,1
14.5,4775,0.75,0.77,0
9.5,8053,0.4,0.71,0
7.3,4477,0.21,0.12,1
13.1,7158,0.52,0.59,0
18.6,922,0.92,0.97,0
13.4,3039,0.64,0.16,1
21.6,7196,0.17,0.85,0
6.7,5865,0.68,0.7,0
13.9,1131,0.43,0.77,0
7.7,662,0.59,0.28,1
15.8,440,0.73,0.29,1
18.4,4667,0.51,0.91,0
11.9,7962,0.81,0.36,1
1.0,2396,0.72,0.06,1
15.0,334,0.62,0.6,0
16.2,5302,0.15,0.12,0
16.0,9408,0.84,0.8,0
20.2,9709,0.94,0.64,1
8.6,1391,0.14,0.87,0
17.4,4827,0.49,0.78,0
20.0,8820,0.26,0.11,1
5.1,3039,0.75,0.38,1
15.6,5535,0.72,0.77,0
11.5,7081,0.14,0.42,0
13.6,5492,0.88,0.97,0
15.7,9621,0.18,0.74,0
11.6,8072,0.8,0.02,1
10.6,1333,0.46,0.88,0
14.2,2900,0.33,0.1,1
8.6,2875,0.16,0.14,1
8.6,6144,0.17,0.73,0
17.4,3587,0.66,0.86,0
8.3,7483,0.55,0.54,0
17.3,3950,0.12,0.29,0
16.3,5097,0.11,0.35,1
5.4,990,0.07,0.34,0
10.6,6020,0.74,0.33,1
20.0,1288,0.71,0.24,1
9.1,5744,0.06,0.61,0
11.7,840,0.56,0.9,0
16.3,1469,0.08,0.31,0
17.9,9681,0.9,0.19,1
12.7,2100,0.91,0.84,0
11.0,1571,0.7,0.74,1
21.1,1636,0.93,0.93,0
22.7,418,0.81,0.17,1
18.9,5253,0.83,0.14,1
14.4,1994,0.57,0.54,0
10.0,8091,0.31,0.61,0
9.8,9567,0.22,0.48,1
16.6,8692,0.33,0.6,0
16.1,6035,0.63,0.18,1
21.0,823,0.17,0.48,0
17.3,2429,0.26,0.66,0
6.5,9427,0.47,0.43,0
19.3,2870,0.23,0.68,0
9.0,7645,0.59,0.45,1
12.1,4946,0.92,0.33,1
15.3,367,0.75,0.3,1
24.0,669,0.67,0.41,1
29.5,2073,0.58,0.02,1
17.0,8837,0.49,0.67,1
13.1,2922,0.19,0.85,0
16.7,4560,0.89,0.35,1
18.4,370,0.25,0.05,1
12.4,7741,0.09,0.99,0
23.0,9030,0.75,0.26,1
15.2,6780,0.18,0.13,1
16.5,1357,0.37,0.37,1
17.3,8350,0.03,0.74,0
16.1,5470,0.14,0.29,1
18.2,4958,0.17,0.57,1
10.9,8681,0.05,0.42,0
11.2,9010,0.66,0.12,1
8.5,7099,0.84,0.33,1
16.2,220,0.37,0.72,0
17.9,7008,0.87,0.61,1
16.3,2403,0.21,0.12,1
22.4,4961,0.33,0.16,1
14.0,3011,0.15,0.64,0
17.3,9091,0.62,0.81,0
8.5,7336,0.42,0.35,1
12.1,5665,0.61,0.6,1
17.5,6631,0.76,0.17,1
18.2,1209,0.55,0.31,1
12.5,7029,0.63,0.02,1
13.6,1350,0.94,0.77,1
6.4,8277,0.3,0.4,1
12.2,1749,0.36,0.82,0
18.5,7451,0.72,0.71,0
16.9,6011,0.61,0.83,0
16.5,9637,0.18,0.29,0
14.2,3056,0.38,0.19,1
14.0,5928,0.47,0.97,0
10.7,5094,0.42,0.72,0
17.5,6536,0.18,0.83,0
16.1,8776,0.92,0.01,1
16.5,7714,0.76,0.35,1
11.4,9094,0.48,0.74,0
3.2,1815,0.68,0.08,1
19.5,8250,0.9,0.57,1
11.6,3583,0.14,0.43,0
9.7,7775,0.25,0.02,1
17.5,1857,0.54,0.24,1
12.0,1909,0.8,0.28,1
19.3,5639,0.04,0.11,1
17.1,6148,0.98,0.63,1
17.4,9962,0.45,0.24,1
7.2,1251,0.36,0.28,1
20.1,5592,0.29,0.9,0
15.3,6811,0.17,0.47,0
12.2,6402,0.79,0.39,0
14.7,4847,0.96,0.72,0
5.1,8502,0.41,0.91,0
16.0,4781,0.95,0.03,1
8.9,2607,0.82,0.45,1
7.2,3063,0.48,0.61,0
6.4,3528,0.67,0.32,1
19.6,7594,0.43,0.77,0
10.9,4055,0.56,0.97,0
21.7,3805,0.06,0.94,0
11.3,4138,0.7,0.27,1
5.5,9344,0.05,0.23,1
8.4,813,0.82,0.96,0
20.2,7360,0.82,0.46,1
13.2,7111,0.24,0.21,0
11.3,8979,0.32,0.71,0
14.8,8621,0.48,0.28,1
16.5,1846,0.6,0.27,1
19.6,1307,0.29,0.88,0
21.2,884,0.59,0.16,1
12.2,2796,0.3,0.06,1
7.4,7173,0.06,0.27,0
11.9,5136,0.0,0.61,0
15.3,7227,0.1,0.12,1
9.2,3818,0.79,0.47,1
9.2,5875,0.96,0.63,1
15.7,8010,0.43,0.85,0
13.8,2793,0.51,0.23,1
14.2,725,0.15,0.82,0
10.2,3808,0.55,0.23,1
12.8,6959,0.14,0.68,0
9.4,9053,0.61,0.43,1
18.5,7792,0.93,0.11,1
19.2,6498,0.2,0.71,0
4.8,7352,0.76,0.22,1
9.4,1655,0.02,0.18,0
6.5,8967,0.38,0.36,1
10.7,4287,0.11,0.65,0
13.6,7867,0.35,0.23,1
6.8,136,0.17,0.18,1
9.4,1887,0.37,0.01,1
9.0,6383,0.42,0.47,0
15.0,8160,0.3,0.43,0
14.3,8165,0.66,0.23,1
10.4,3980,0.92,0.05,1
14.9,6032,0.4,0.43,1
11.3,8428,0.19,0.79,0
12.6,6433,0.27,0.72,0
22.4,5859,0.85,0.86,0
20.7,6585,0.57,0.01,1
7.5,5167,0.46,0.97,0
18.1,761,0.15,0.34,0
18.1,8073,0.45,0.99,0
8.3,6486,0.28,0.25,0
18.1,7987,0.94,0.47,1
21.7,514,0.88,0.35,1
8.4,6950,0.08,0.36,0
9.4,8634,0.52,0.84,0
19.1,2829,0.23,0.75,0
15.4,3997,0.41,0.99,0
16.8,2269,0.88,0.61,1
15.7,1978,0.53,0.46,0
16.0,6554,0.33,0.09,1
7.4,4670,0.21,1.0,0
19.2,1615,0.8,0.55,0
19.8,674,0.62,0.7,1
12.9,2967,0.47,0.41,1
13.8,3644,0.22,0.55,0
6.3,4577,0.33,0.94,0
16.6,171,0.96,0.17,1
16.9,3080,0.52,0.29,1
13.7,9409,0.4,0.15,1
19.6,5592,0.52,0.79,0
12.3,9651,0.78,0.06,1
16.8,4859,0.34,0.08,1
8.9,9807,0.18,0.3,1
13.9,8184,0.58,0.51,0
13.1,139,0.67,0.41,1
15.1,9674,0.71,0.04,1
12.2,5473,0.88,0.96,0
13.3,7665,0.37,0.95,0
18.1,2000,0.08,0.28,1
11.8,2317,0.96,0.73,1
6.0,4896,0.44,0.58,0
22.7,4706,0.62,0.24,1
20.9,1383,0.67,0.26,1
7.5,8875,0.55,0.49,1
17.4,8750,0.21,0.42,0
11.5,915,0.76,0.29,1
15.3,2611,0.8,0.81,0
15.5,346,0.55,0.48,0
12.8,4925,0.49,0.65,0
10.1,6616,0.11,0.19,1
10.5,516,0.08,0.53,0
9.4,6802,0.34,0.32,1
9.8,3817,0.31,0.53,0
13.7,207,0.95,0.78,1
10.4,9130,0.78,0.77,1
17.4,4613,0.66,0.35,1
21.4,1521,0.52,0.69,1
11.1,7383,0.17,0.94,0
15.2,355,0.98,0.63,1
16.5,7348,0.38,0.15,1
16.4,9129,0.11,0.68,0
14.4,3062,0.49,0.1,1
17.7,2382,0.87,0.87,0
16.4,8844,0.89,0.52,1
7.8,8472,0.01,0.39,0
18.3,1577,0.89,0.06,1
18.4,8862,0.27,0.38,1
10.2,5052,0.04,0.9,0
14.2,5980,0.85,0.02,1
17.4,5692,0.86,0.47,1
13.0,7191,0.6,0.93,0
19.4,691,0.57,0.39,1
25.8,6377,0.81,0.43,1
10.1,2360,0.79,0.58,0
7.1,447,0.89,0.46,1
15.5,8457,0.55,0.17,1
17.6,5132,0.97,0.02,1
12.8,4543,1.0,0.61,1
